timestamp,region,service_type,usage_units,provisioned_capacity,cost_usd,availability_pct,is_holiday,economic_growth_index,marketing_spend_index,it_spending_growth
2023-01-11,Central India,Storage,783.85,865.74,15.68,99.69,0,6.57,86.01,8.28
2023-01-12,East US,Compute,490.84,529.12,24.54,99.4,0,5.75,94.55,6.75
2023-01-12,East US,Storage,897.51,1074.64,17.95,99.45,0,5.73,94.23,8.38
2023-01-12,West Europe,Compute,551.3,655.72,27.56,99.3,0,6.61,116.2,8.47
2023-01-12,West Europe,Storage,776.01,836.59,15.52,99.35,0,5.46,83.72,8.02
2023-01-12,Southeast Asia,Compute,538.64,588.89,26.93,99.32,0,5.66,102.68,9.39
2023-01-12,Southeast Asia,Storage,704.68,745.39,14.09,99.33,0,5.88,110.06,7.71
2023-01-12,Central India,Compute,568.87,662.19,28.44,99.27,0,5.78,124.34,7.11
2023-01-12,Central India,Storage,753.26,895.95,15.07,99.57,0,5.82,100.87,7.92
2023-01-13,East US,Compute,586.31,627.92,29.32,99.55,0,5.82,105.88,7.84
2023-01-13,East US,Storage,813.2,953.22,16.26,99.56,0,6.62,108.71,7.84
2023-01-13,West Europe,Compute,588.06,656.2,29.4,99.42,0,5.8,77.7,8.53
2023-01-13,West Europe,Storage,769.14,865.6,15.38,99.57,0,5.93,108.29,6.89
2023-01-13,Southeast Asia,Compute,537.37,573.66,26.87,99.65,0,6.05,105.69,7.56
2023-01-13,Southeast Asia,Storage,806.37,942.73,16.13,99.63,0,6.68,101.82,8.12
2023-01-13,Central India,Compute,500.88,544.6,25.04,99.33,0,6.45,104.02,7.83
2023-01-13,Central India,Storage,909.65,1067.19,18.19,99.45,0,5.71,95.56,8.19
2023-01-14,East US,Compute,564.74,653.97,28.24,99.32,1,6.42,110.09,7.18
2023-01-14,East US,Storage,863.6,951.56,17.27,99.14,1,6.45,106.54,7.97
2023-01-14,West Europe,Compute,539.7,607.64,26.98,99.27,1,5.94,100.47,8.89
2023-01-14,West Europe,Storage,889.58,1057.16,17.79,99.34,1,6.14,118.82,8.67
2023-01-14,Southeast Asia,Compute,608.64,724.38,30.43,99.4,1,5.97,107.81,9.27
2023-01-14,Southeast Asia,Storage,884.01,981.12,17.68,99.47,1,5.87,89.88,7.17
2023-01-14,Central India,Compute,568.22,626.15,28.41,99.51,1,6.38,91.82,7.25
2023-01-14,Central India,Storage,818.1,914.52,16.36,99.45,1,5.92,73.03,7.97
2023-01-15,East US,Compute,512.88,583.19,25.64,99.64,1,5.69,105.17,7.6
2023-01-15,East US,Storage,826.18,991.03,16.52,100.0,1,6.02,100.14,7.99
2023-01-15,West Europe,Compute,535.4,578.64,26.77,99.47,1,6.77,88.93,8.69
2023-01-15,West Europe,Storage,616.61,688.21,12.33,99.75,1,5.38,96.57,7.81
2023-01-15,Southeast Asia,Compute,451.11,517.24,22.56,99.34,1,5.89,99.3,8.24
2023-01-15,Southeast Asia,Storage,775.1,890.46,15.5,99.64,1,5.66,94.75,8.24
2023-01-15,Central India,Compute,460.84,490.75,23.04,99.64,1,6.24,90.6,8.12
2023-01-15,Central India,Storage,861.23,955.6,17.22,99.28,1,6.18,105.93,7.85
2023-01-16,East US,Compute,542.12,603.5,27.11,99.25,0,5.63,91.84,8.66
2023-01-16,East US,Storage,692.74,755.23,13.85,99.24,0,6.53,79.18,8.85
2023-01-16,West Europe,Compute,536.08,624.29,26.8,99.48,0,6.29,99.69,7.83
2023-01-16,West Europe,Storage,953.07,1003.93,19.06,99.56,0,5.49,86.52,8.37
2023-01-16,Southeast Asia,Compute,533.97,639.52,26.7,99.46,0,5.61,101.01,7.19
2023-01-16,Southeast Asia,Storage,886.36,1004.35,17.73,99.71,0,6.14,102.56,8.49
2023-01-16,Central India,Compute,612.44,659.17,30.62,99.7,0,5.95,108.07,8.19
2023-01-16,Central India,Storage,640.94,677.51,12.82,99.6,0,5.78,101.87,7.62
2023-01-17,East US,Compute,492.9,538.88,24.64,99.22,0,6.4,91.16,8.29
2023-01-17,East US,Storage,692.7,776.8,13.85,99.6,0,6.06,91.42,8.35
2023-01-17,West Europe,Compute,494.78,556.36,24.74,99.52,0,5.49,109.87,7.82
2023-01-17,West Europe,Storage,860.37,913.09,17.21,99.49,0,6.53,93.73,8.91
2023-01-17,Southeast Asia,Compute,562.16,657.67,28.11,99.39,0,5.67,109.29,7.12
2023-01-17,Southeast Asia,Storage,936.11,995.77,18.72,99.49,0,6.19,101.78,7.33
2023-01-17,Central India,Compute,544.96,638.14,27.25,99.62,0,6.39,110.62,7.77
2023-01-17,Central India,Storage,893.17,1003.4,17.86,99.59,0,6.06,102.72,7.36
2023-01-18,East US,Compute,468.24,556.58,23.41,99.71,0,6.34,99.2,7.77
2023-01-18,East US,Storage,914.47,1073.89,18.29,99.52,0,5.86,95.66,7.85
2023-01-18,West Europe,Compute,536.66,590.85,26.83,99.4,0,5.92,101.35,8.21
2023-01-18,West Europe,Storage,677.91,792.21,13.56,99.71,0,5.55,102.67,8.44
2023-01-18,Southeast Asia,Compute,529.32,630.35,26.47,99.71,0,6.37,93.17,7.75
2023-01-18,Southeast Asia,Storage,631.29,722.28,12.63,99.41,0,6.44,115.8,7.74
2023-01-18,Central India,Compute,502.94,554.84,25.15,99.44,0,5.7,89.49,7.03
2023-01-18,Central India,Storage,738.58,850.8,14.77,99.7,0,5.94,99.51,8.34
2023-01-19,East US,Compute,466.06,558.65,23.3,99.58,0,6.35,116.21,7.22
2023-01-19,East US,Storage,846.21,910.93,16.92,99.38,0,5.83,93.63,8.59
2023-01-19,West Europe,Compute,599.58,692.15,29.98,99.39,0,6.1,96.23,7.65
2023-01-19,West Europe,Storage,780.9,882.84,15.62,99.81,0,6.54,93.87,7.81
2023-01-19,Southeast Asia,Compute,540.01,620.08,27.0,99.57,0,5.74,101.05,7.13
2023-01-19,Southeast Asia,Storage,734.38,799.72,14.69,99.49,0,6.54,94.82,8.11
2023-01-19,Central India,Compute,524.14,588.13,26.21,99.74,0,6.36,103.43,8.66
2023-01-19,Central India,Storage,744.93,845.39,14.9,99.62,0,5.89,105.91,8.55
2023-01-20,East US,Compute,568.08,655.91,28.4,99.6,0,6.3,115.32,7.68
2023-01-20,East US,Storage,880.37,1040.71,17.61,99.47,0,6.04,112.07,7.59
2023-01-20,West Europe,Compute,544.36,639.52,27.22,99.42,0,5.93,100.03,8.41
2023-01-20,West Europe,Storage,714.89,855.85,14.3,99.23,0,6.22,106.45,9.08
2023-01-20,Southeast Asia,Compute,508.84,592.37,25.44,99.54,0,6.16,100.48,8.6
2023-01-20,Southeast Asia,Storage,718.91,855.37,14.38,99.41,0,6.06,110.74,7.49
2023-01-20,Central India,Compute,531.98,586.18,26.6,99.36,0,5.86,101.28,8.18
2023-01-20,Central India,Storage,795.83,838.56,15.92,99.81,0,5.98,94.45,8.94
2023-01-21,East US,Compute,448.98,482.45,22.45,99.06,1,6.19,109.87,8.56
2023-01-21,East US,Storage,950.09,1036.53,19.0,99.63,1,5.97,118.47,7.46
2023-01-21,West Europe,Compute,444.91,532.82,22.25,99.36,1,6.27,97.93,7.64
2023-01-21,West Europe,Storage,783.79,826.64,15.68,99.25,1,6.43,99.18,8.56
2023-01-21,Southeast Asia,Compute,542.99,632.93,27.15,99.59,1,6.14,106.08,7.53
2023-01-21,Southeast Asia,Storage,867.15,914.74,17.34,99.54,1,6.21,99.1,8.72
2023-01-21,Central India,Compute,489.49,528.69,24.47,99.86,1,5.78,99.86,7.2
2023-01-21,Central India,Storage,887.43,1037.97,17.75,99.41,1,5.43,95.48,6.79
2023-01-22,East US,Compute,441.85,510.0,22.09,99.65,1,6.11,104.79,7.99
2023-01-22,East US,Storage,792.04,844.1,15.84,99.5,1,5.65,115.03,8.44
2023-01-22,West Europe,Compute,513.4,564.21,25.67,99.51,1,5.74,100.38,7.87
2023-01-22,West Europe,Storage,832.76,884.22,16.66,99.3,1,5.92,117.98,8.32
2023-01-22,Southeast Asia,Compute,495.01,532.2,24.75,99.61,1,6.08,92.01,8.91
2023-01-22,Southeast Asia,Storage,870.07,1027.24,17.4,99.68,1,6.19,110.5,7.73
2023-01-22,Central India,Compute,594.16,664.18,29.71,99.54,1,6.12,121.83,7.82
2023-01-22,Central India,Storage,857.18,907.8,17.14,99.37,1,5.85,96.8,8.21
2023-01-23,East US,Compute,552.45,634.66,27.62,99.39,0,6.89,99.03,7.53
2023-01-23,East US,Storage,903.28,1083.44,18.07,99.51,0,6.04,106.14,7.49
2023-01-23,West Europe,Compute,511.49,603.68,25.57,99.17,0,6.28,108.73,7.07
2023-01-23,West Europe,Storage,764.27,845.01,15.29,99.54,0,6.31,116.84,7.77
2023-01-23,Southeast Asia,Compute,581.63,689.29,29.08,99.49,0,5.51,94.27,8.4
2023-01-23,Southeast Asia,Storage,855.06,924.83,17.1,99.8,0,6.41,93.74,8.2
2023-01-23,Central India,Compute,550.94,593.33,27.55,99.55,0,6.1,97.09,7.17
2023-01-23,Central India,Storage,835.76,986.71,16.72,99.65,0,5.15,111.49,7.13
2023-01-24,East US,Compute,505.97,604.84,25.3,99.28,0,6.24,87.54,8.55
2023-01-24,East US,Storage,780.52,834.87,15.61,99.49,0,6.14,100.77,7.36
2023-01-24,West Europe,Compute,577.3,643.48,28.87,99.4,0,6.19,86.08,7.58
2023-01-24,West Europe,Storage,883.74,950.14,17.67,99.44,0,6.62,103.82,8.22
2023-01-24,Southeast Asia,Compute,579.09,625.92,28.95,99.55,0,5.9,94.49,8.02
2023-01-24,Southeast Asia,Storage,782.25,931.26,15.64,99.65,0,5.98,100.79,7.0
2023-01-24,Central India,Compute,573.11,640.85,28.66,99.57,0,5.37,129.38,7.56
2023-01-24,Central India,Storage,873.88,921.51,17.48,99.72,0,5.69,106.13,7.47
2023-01-25,East US,Compute,492.25,580.97,24.61,99.88,0,6.16,90.83,7.98
2023-01-25,East US,Storage,1008.29,1152.15,20.17,99.54,0,6.32,111.06,8.59
2023-01-25,West Europe,Compute,558.53,619.46,27.93,99.27,0,5.77,102.97,8.5
2023-01-25,West Europe,Storage,818.8,955.83,16.38,99.82,0,6.14,97.56,8.48
2023-01-25,Southeast Asia,Compute,587.45,688.0,29.37,99.25,0,6.22,106.35,8.64
2023-01-25,Southeast Asia,Storage,818.04,873.69,16.36,99.47,0,6.0,89.04,7.28
2023-01-25,Central India,Compute,608.71,674.63,30.44,99.33,0,5.53,96.96,7.35
2023-01-25,Central India,Storage,789.52,837.66,15.79,99.83,0,6.3,93.12,9.13
2023-01-26,East US,Compute,576.54,650.26,28.83,99.44,0,5.86,99.8,7.42
2023-01-26,East US,Storage,711.25,789.36,14.22,99.7,0,6.73,113.84,8.28
2023-01-26,West Europe,Compute,556.22,663.76,27.81,99.67,0,5.92,103.92,7.91
2023-01-26,West Europe,Storage,886.46,944.27,17.73,99.16,0,5.97,90.11,7.45
2023-01-26,Southeast Asia,Compute,534.44,586.12,26.72,99.78,0,6.45,107.73,7.7
2023-01-26,Southeast Asia,Storage,706.71,754.96,14.13,99.61,0,5.71,101.05,7.33
2023-01-26,Central India,Compute,493.43,560.09,24.67,99.56,0,6.42,99.25,7.71
2023-01-26,Central India,Storage,845.35,967.9,16.91,99.52,0,6.16,100.49,8.02
2023-01-27,East US,Compute,488.15,557.29,24.41,99.37,0,6.34,96.99,7.86
2023-01-27,East US,Storage,903.12,980.36,18.06,99.36,0,6.27,97.05,8.62
2023-01-27,West Europe,Compute,489.64,559.94,24.48,99.56,0,6.67,87.62,8.26
2023-01-27,West Europe,Storage,778.27,917.9,15.57,99.46,0,5.96,100.44,7.93
2023-01-27,Southeast Asia,Compute,575.6,624.41,28.78,99.94,0,6.44,83.15,8.16
2023-01-27,Southeast Asia,Storage,839.82,899.0,16.8,99.34,0,6.49,116.78,7.72
2023-01-27,Central India,Compute,554.87,605.43,27.74,99.83,0,5.67,92.89,7.71
2023-01-27,Central India,Storage,823.41,928.69,16.47,99.55,0,5.53,103.31,8.42
2023-01-28,East US,Compute,420.33,462.34,21.02,99.57,1,6.21,119.47,7.87
2023-01-28,East US,Storage,985.05,1043.19,19.7,99.61,1,6.02,105.39,7.54
2023-01-28,West Europe,Compute,533.89,568.33,26.69,99.22,1,6.48,96.93,8.66
2023-01-28,West Europe,Storage,737.98,862.93,14.76,99.28,1,5.91,112.13,8.07
2023-01-28,Southeast Asia,Compute,646.76,687.75,32.34,99.58,1,5.84,103.62,8.25
2023-01-28,Southeast Asia,Storage,888.92,1027.87,17.78,99.34,1,5.6,81.64,8.25
2023-01-28,Central India,Compute,467.07,532.51,23.35,99.07,1,6.25,100.31,8.13
2023-01-28,Central India,Storage,839.87,989.13,16.8,99.52,1,5.97,109.19,7.85
2023-01-29,East US,Compute,539.04,629.87,26.95,99.56,1,5.85,97.64,7.41
2023-01-29,East US,Storage,810.35,935.34,16.21,99.51,1,6.0,110.86,8.24
2023-01-29,West Europe,Compute,523.69,597.49,26.18,99.66,1,5.8,105.3,6.74
2023-01-29,West Europe,Storage,845.37,906.2,16.91,99.38,1,5.94,100.57,8.26
2023-01-29,Southeast Asia,Compute,521.3,571.75,26.06,99.6,1,5.13,102.93,8.14
2023-01-29,Southeast Asia,Storage,773.36,837.09,15.47,99.81,1,6.37,97.87,8.75
2023-01-29,Central India,Compute,532.81,638.06,26.64,99.43,1,5.83,95.89,7.82
2023-01-29,Central India,Storage,780.63,831.5,15.61,99.42,1,6.05,101.61,8.0
2023-01-30,East US,Compute,547.94,600.51,27.4,99.74,0,6.15,122.89,7.48
2023-01-30,East US,Storage,822.45,972.95,16.45,99.23,0,5.93,88.3,7.1
2023-01-30,West Europe,Compute,553.43,644.96,27.67,99.65,0,5.99,98.26,7.8
2023-01-30,West Europe,Storage,838.72,913.35,16.77,99.39,0,6.12,85.21,8.09
2023-01-30,Southeast Asia,Compute,524.2,559.03,26.21,99.62,0,5.41,120.61,7.4
2023-01-30,Southeast Asia,Storage,836.63,919.21,16.73,99.47,0,6.51,86.28,7.19
2023-01-30,Central India,Compute,602.24,712.94,30.11,99.46,0,6.34,88.79,7.2
2023-01-30,Central India,Storage,805.84,947.77,16.12,99.93,0,5.82,107.42,8.15
2023-01-31,East US,Compute,593.34,628.94,29.67,99.81,0,5.64,100.63,8.04
2023-01-31,East US,Storage,984.66,1134.36,19.69,99.43,0,6.06,86.53,7.51
2023-01-31,West Europe,Compute,588.02,675.76,29.4,99.37,0,5.86,95.64,8.14
2023-01-31,West Europe,Storage,780.54,909.06,15.61,99.7,0,5.77,85.78,8.75
2023-01-31,Southeast Asia,Compute,508.06,580.33,25.4,99.45,0,6.19,112.25,7.71
2023-01-31,Southeast Asia,Storage,843.24,1007.9,16.86,99.37,0,6.28,100.57,8.13
2023-01-31,Central India,Compute,605.24,709.2,30.26,99.6,0,5.74,103.59,8.28
2023-01-31,Central India,Storage,822.33,891.15,16.45,99.29,0,5.41,120.56,7.45
2023-02-01,East US,Compute,531.28,628.53,26.56,99.44,0,5.6,109.13,8.15
2023-02-01,East US,Storage,892.4,1050.33,17.85,99.47,0,6.08,97.51,8.8
2023-02-01,West Europe,Compute,569.98,664.86,28.5,99.65,0,5.69,105.03,8.16
2023-02-01,West Europe,Storage,871.92,1038.11,17.44,99.58,0,5.8,94.71,8.29
2023-02-01,Southeast Asia,Compute,610.58,708.22,30.53,99.5,0,6.69,110.75,7.05
2023-02-01,Southeast Asia,Storage,876.1,994.16,17.52,99.65,0,6.11,112.9,8.34
2023-02-01,Central India,Compute,535.78,563.32,26.79,99.26,0,6.25,90.73,8.64
2023-02-01,Central India,Storage,832.53,899.63,16.65,99.83,0,6.12,88.04,8.22
2023-02-02,East US,Compute,608.31,689.3,30.42,99.38,0,5.57,88.94,7.77
2023-02-02,East US,Storage,797.97,942.8,15.96,99.85,0,5.88,102.25,8.47
2023-02-02,West Europe,Compute,466.24,538.2,23.31,99.15,0,6.35,94.27,8.09
2023-02-02,West Europe,Storage,796.63,893.94,15.93,99.39,0,6.06,115.42,9.0
2023-02-02,Southeast Asia,Compute,655.3,754.56,32.77,99.74,0,5.81,108.28,8.0
2023-02-02,Southeast Asia,Storage,983.37,1043.9,19.67,99.47,0,5.86,106.96,8.48
2023-02-02,Central India,Compute,548.1,611.7,27.41,99.8,0,5.87,91.14,7.58
2023-02-02,Central India,Storage,857.53,928.78,17.15,99.8,0,6.19,89.76,8.93
2023-02-03,East US,Compute,609.64,650.94,30.48,99.62,0,6.34,96.96,8.6
2023-02-03,East US,Storage,700.87,797.71,14.02,99.4,0,5.66,101.41,7.12
2023-02-03,West Europe,Compute,560.86,610.72,28.04,99.47,0,6.31,98.05,7.82
2023-02-03,West Europe,Storage,904.21,1058.28,18.08,99.27,0,5.14,99.72,8.89
2023-02-03,Southeast Asia,Compute,633.56,737.99,31.68,99.41,0,6.11,89.02,8.2
2023-02-03,Southeast Asia,Storage,819.43,941.16,16.39,99.48,0,5.94,91.22,7.59
2023-02-03,Central India,Compute,531.0,579.21,26.55,99.57,0,5.91,115.68,7.74
2023-02-03,Central India,Storage,868.06,919.62,17.36,99.02,0,6.27,107.37,7.86
2023-02-04,East US,Compute,546.94,651.15,27.35,99.6,1,5.97,93.96,8.44
2023-02-04,East US,Storage,789.38,945.04,15.79,99.66,1,5.62,102.94,7.32
2023-02-04,West Europe,Compute,568.64,648.98,28.43,99.49,1,5.76,96.85,7.79
2023-02-04,West Europe,Storage,822.18,894.24,16.44,99.54,1,6.34,89.84,8.03
2023-02-04,Southeast Asia,Compute,566.6,600.68,28.33,99.64,1,6.11,118.12,7.96
2023-02-04,Southeast Asia,Storage,797.22,895.04,15.94,99.59,1,6.27,76.37,7.5
2023-02-04,Central India,Compute,576.94,611.18,28.85,99.91,1,6.42,100.57,7.68
2023-02-04,Central India,Storage,864.16,1009.29,17.28,99.37,1,5.76,95.17,7.52
2023-02-05,East US,Compute,549.97,594.37,27.5,99.82,1,5.89,105.11,8.16
2023-02-05,East US,Storage,866.51,1010.18,17.33,99.68,1,5.98,98.2,9.6
2023-02-05,West Europe,Compute,559.53,656.51,27.98,99.35,1,6.39,94.32,7.08
2023-02-05,West Europe,Storage,886.72,1036.52,17.73,99.87,1,6.32,95.53,8.64
2023-02-05,Southeast Asia,Compute,546.99,587.3,27.35,99.67,1,6.29,106.56,8.42
2023-02-05,Southeast Asia,Storage,832.1,986.8,16.64,99.43,1,5.88,90.45,8.21
2023-02-05,Central India,Compute,655.36,696.33,32.77,99.29,1,6.06,102.41,8.26
2023-02-05,Central India,Storage,869.79,967.78,17.4,99.29,1,6.13,98.13,8.49
2023-02-06,East US,Compute,607.81,703.79,30.39,100.0,0,5.76,105.96,8.14
2023-02-06,East US,Storage,895.72,1013.17,17.91,99.3,0,6.34,113.17,7.94
2023-02-06,West Europe,Compute,428.02,481.15,21.4,99.38,0,5.85,109.93,8.27
2023-02-06,West Europe,Storage,796.27,934.74,15.93,99.45,0,5.89,96.08,7.54
2023-02-06,Southeast Asia,Compute,631.06,724.26,31.55,99.44,0,5.54,112.44,7.95
2023-02-06,Southeast Asia,Storage,975.78,1167.88,19.52,99.32,0,6.1,88.21,8.59
2023-02-06,Central India,Compute,518.06,557.55,25.9,99.54,0,5.88,105.24,7.75
2023-02-06,Central India,Storage,936.87,1074.06,18.74,99.53,0,6.58,90.0,7.66
2023-02-07,East US,Compute,571.22,674.43,28.56,99.54,0,6.22,106.67,7.39
2023-02-07,East US,Storage,941.8,1117.05,18.84,99.63,0,6.57,98.67,7.51
2023-02-07,West Europe,Compute,603.45,683.1,30.17,99.48,0,6.08,99.37,7.91
2023-02-07,West Europe,Storage,787.35,831.68,15.75,99.57,0,6.06,107.09,7.78
