timestamp,region,service_type,usage_units,predicted_usage,provisioned_capacity,cost_usd,availability_pct,forecast_generated_at
2021-01-07 22:00:00,Central-India, Storage     ,232.2,270.89634287776107,506.64,74.93,95.1,2026-04-01T18:44:09.829995
2021-01-08 06:00:00,Central-India, Compute     ,381.03,275.4061689024045,259.93,115.45,100.0,2026-04-01T18:44:09.829995
2021-01-08 19:00:00,East-Asia, Storage     ,466.42,277.3294889197805,555.98,262.38,95.05,2026-04-01T18:44:09.829995
2021-01-08 21:00:00,East-US, Compute     ,285.34,269.9938601282478,242.02,30.04,97.83,2026-04-01T18:44:09.829995
2021-01-08 22:00:00,West-US, Storage     ,253.75,279.4253580491742,500.98,285.98,99.99,2026-04-01T18:44:09.829995
2021-01-09 01:00:00,East-Asia, Compute     ,338.84,272.0152355060085,186.2,188.64,98.95,2026-04-01T18:44:09.829995
2021-01-09 05:00:00,East-Asia, Storage     ,458.46,274.2798393061611,354.58,68.73,95.99,2026-04-01T18:44:09.829995
2021-01-09 09:00:00,East-Asia, Storage     ,149.37,277.97889371245077,415.42,199.15,99.71,2026-04-01T18:44:09.829995
2021-01-09 10:00:00,Central-India, Compute     ,310.92,270.08612637269687,375.5,70.64,96.86,2026-04-01T18:44:09.829995
2021-01-09 12:00:00,East-US, Storage     ,265.32,278.6534605698948,413.13,39.14,95.46,2026-04-01T18:44:09.829995
2021-01-09 14:00:00,Central-India, Compute     ,394.2,273.11446632913396,552.9,55.25,96.14,2026-04-01T18:44:09.829995
2021-01-09 15:00:00,West-US, Compute     ,440.83,273.33564196157397,319.58,238.81,97.75,2026-04-01T18:44:09.829995
2021-01-09 15:00:00,UK-South, Compute     ,480.53,278.36688551624025,415.79,100.82,97.17,2026-04-01T18:44:09.829995
2021-01-09 21:00:00,East-US, Compute     ,347.5,270.4043291997008,204.14,188.32,99.6,2026-04-01T18:44:09.829995
2021-01-09 23:00:00,UK-South, Compute     ,116.02,277.7871481367172,212.56,100.27,97.24,2026-04-01T18:44:09.829995
2021-01-10 10:00:00,West-US, Compute     ,465.39,274.1399762554716,386.28,33.52,99.07,2026-04-01T18:44:09.829995
2021-01-10 18:00:00,East-US, Storage     ,442.85,272.596539834388,485.63,181.27,97.53,2026-04-01T18:44:09.829995
2021-01-10 18:00:00,Central-India, Compute     ,56.42,278.5105294613298,399.55,189.57,99.22,2026-04-01T18:44:09.829995
2021-01-10 19:00:00,West-US, Storage     ,417.48,270.899918470326,166.04,248.65,98.95,2026-04-01T18:44:09.829995
2021-01-10 20:00:00,Central-India, Compute     ,125.43,276.8846372035904,198.26,278.48,98.22,2026-04-01T18:44:09.829995
2021-01-11 18:00:00,Central-India, Storage     ,137.27,275.0491977492612,566.4,286.43,95.74,2026-04-01T18:44:09.829995
2021-01-12 07:00:00,UK-South, Storage     ,148.54,272.0716266863197,101.72,59.03,98.2,2026-04-01T18:44:09.829995
2021-01-12 12:00:00,East-US, Storage     ,75.18,278.43710429546087,319.86,63.5,99.03,2026-04-01T18:44:09.829995
2021-01-12 17:00:00,East-Asia, Compute     ,384.52,271.52206588844604,182.2,67.33,96.35,2026-04-01T18:44:09.829995
2021-01-12 18:00:00,East-Asia, Storage     ,156.49,275.99774714444163,267.29,137.67,95.94,2026-04-01T18:44:09.829995
2021-01-13 06:00:00,West-US, Storage     ,95.89,275.8116241136215,221.09,82.77,98.94,2026-04-01T18:44:09.829995
2021-01-13 13:00:00,West-US, Compute     ,319.48,271.7576267755312,327.5,158.17,95.48,2026-04-01T18:44:09.829995
2021-01-13 13:00:00,UK-South, Storage     ,419.54,278.1812407586932,532.82,292.49,97.59,2026-04-01T18:44:09.829995
2021-01-13 14:00:00,East-US, Compute     ,368.47,272.22061742333045,116.18,97.34,98.01,2026-04-01T18:44:09.829995
2021-01-13 14:00:00,East-US, Compute     ,81.39,275.17012883154035,411.15,166.35,97.52,2026-04-01T18:44:09.829995
2021-01-15 02:00:00,East-Asia, Compute     ,160.08,276.4086741273914,541.98,20.63,97.43,2026-04-01T18:44:09.829995
2021-01-15 04:00:00,West-US, Compute     ,453.57,271.64082128207485,555.69,237.03,99.05,2026-04-01T18:44:09.829995
2021-01-15 06:00:00,East-Asia, Compute     ,246.32,277.7820861897802,472.6,42.64,99.63,2026-04-01T18:44:09.829995
2021-01-15 16:00:00,West-US, Compute     ,185.09,272.9485914875953,358.93,221.15,97.09,2026-04-01T18:44:09.829995
2021-01-15 22:00:00,West-US, Storage     ,312.87,274.4361673051006,462.88,123.7,98.35,2026-04-01T18:44:09.829995
2021-01-16 02:00:00,East-US, Storage     ,128.35,276.8329591270393,411.44,267.29,96.9,2026-04-01T18:44:09.829995
2021-01-16 04:00:00,East-Asia, Compute     ,221.6,271.69924121069005,474.87,239.42,95.38,2026-04-01T18:44:09.829995
2021-01-16 14:00:00,East-US, Compute     ,303.95,277.28063828392504,158.99,199.58,97.33,2026-04-01T18:44:09.829995
2021-01-17 00:00:00,East-Asia, Storage     ,125.21,273.66415818783474,278.19,151.91,98.84,2026-04-01T18:44:09.829995
2021-01-17 02:00:00,West-US, Compute     ,256.68,273.8205195376159,527.25,271.65,99.64,2026-04-01T18:44:09.829995
2021-01-17 02:00:00,West-US, Compute     ,359.09,277.08707531863377,131.74,153.92,99.68,2026-04-01T18:44:09.829995
2021-01-17 05:00:00,UK-South, Compute     ,267.29,271.90497550329843,238.29,73.79,96.99,2026-04-01T18:44:09.829995
2021-01-17 07:00:00,West-US, Compute     ,68.56,276.71736187242226,412.82,180.24,97.85,2026-04-01T18:44:09.829995
2021-01-17 08:00:00,West-US, Compute     ,168.45,274.3320709917718,317.91,280.06,98.93,2026-04-01T18:44:09.829995
2021-01-17 08:00:00,Central-India, Storage     ,222.61,273.33822098868404,536.91,56.56,95.06,2026-04-01T18:44:09.829995
2021-01-17 20:00:00,Central-India, Storage     ,364.32,277.18205121905345,419.82,105.93,95.7,2026-04-01T18:44:09.829995
2021-01-17 22:00:00,West-US, Compute     ,74.24,272.22645862148,433.87,112.06,97.81,2026-04-01T18:44:09.829995
2021-01-17 22:00:00,East-Asia, Compute     ,390.53,276.1301717823334,107.46,117.17,96.95,2026-04-01T18:44:09.829995
2021-01-18 04:00:00,East-Asia, Compute     ,410.18,274.9245545470519,188.74,189.96,99.26,2026-04-01T18:44:09.829995
2021-01-18 09:00:00,UK-South, Storage     ,212.14,272.9952746464635,497.58,44.17,99.51,2026-04-01T18:44:09.829995
2021-01-18 11:00:00,East-US, Compute     ,165.6,277.1355795109334,381.03,24.19,99.07,2026-04-01T18:44:09.829995
2021-01-18 11:00:00,Central-India, Storage     ,50.59,272.63062220194035,293.63,206.44,99.24,2026-04-01T18:44:09.829995
2021-01-19 04:00:00,Central-India, Storage     ,224.91,275.55283410293407,269.3,82.19,96.35,2026-04-01T18:44:09.829995
2021-01-19 09:00:00,East-Asia, Storage     ,344.67,275.4216799839421,529.13,154.17,98.51,2026-04-01T18:44:09.829995
2021-01-19 10:00:00,East-Asia, Storage     ,366.26,272.78962355671007,312.83,34.89,98.38,2026-04-01T18:44:09.829995
2021-01-20 02:00:00,East-Asia, Storage     ,83.48,276.97015538191016,474.3,271.91,95.12,2026-04-01T18:44:09.829995
2021-01-21 01:00:00,West-US, Storage     ,258.24,273.0848188094524,453.14,169.51,98.22,2026-04-01T18:44:09.829995
2021-01-21 08:00:00,East-Asia, Compute     ,367.45,275.0138091131228,428.5,99.65,99.62,2026-04-01T18:44:09.829995
2021-01-21 12:00:00,East-Asia, Compute     ,232.72,275.8112810908532,303.82,176.75,99.12,2026-04-01T18:44:09.829995
2021-01-21 22:00:00,West-US, Compute     ,166.8,272.7124020686183,437.89,295.83,97.92,2026-04-01T18:44:09.829995
2021-01-22 00:00:00,East-US, Storage     ,182.87,276.71123091603096,110.37,120.69,96.01,2026-04-01T18:44:09.829995
2021-01-22 04:00:00,UK-South, Storage     ,477.94,273.5584506633172,210.61,74.93,95.3,2026-04-01T18:44:09.829995
2021-01-22 10:00:00,East-US, Storage     ,480.14,274.53553297829546,439.92,294.82,99.76,2026-04-01T18:44:09.829995
2021-01-22 18:00:00,Central-India, Compute     ,283.03,276.0884809139996,195.02,39.01,98.57,2026-04-01T18:44:09.829995
2021-01-22 21:00:00,East-US, Compute     ,456.06,272.7493614935226,447.12,257.18,98.6,2026-04-01T18:44:09.829995
2021-01-22 22:00:00,West-US, Storage     ,496.51,276.38547871159955,492.61,219.36,95.98,2026-04-01T18:44:09.829995
2021-01-23 01:00:00,East-US, Storage     ,212.62,274.02426100658766,140.54,238.94,99.46,2026-04-01T18:44:09.829995
2021-01-23 11:00:00,West-US, Compute     ,363.22,274.1341130428695,475.3,204.6,95.55,2026-04-01T18:44:09.829995
2021-01-23 13:00:00,East-US, Storage     ,63.41,276.25490860197,448.39,237.71,97.19,2026-04-01T18:44:09.829995
2021-01-23 17:00:00,Central-India, Storage     ,401.92,272.88237166760126,303.4,69.27,98.64,2026-04-01T18:44:09.829995
2021-01-24 05:00:00,UK-South, Compute     ,184.22,276.0192390157889,474.88,71.78,99.91,2026-04-01T18:44:09.829995
2021-01-24 08:00:00,UK-South, Compute     ,458.14,274.45926924812034,449.25,105.44,97.43,2026-04-01T18:44:09.829995
2021-01-24 17:00:00,East-US, Compute     ,334.86,273.81939372935994,190.15,76.99,96.6,2026-04-01T18:44:09.829995
2021-01-24 19:00:00,UK-South, Storage     ,200.99,276.31769099842546,196.6,81.63,98.02,2026-04-01T18:44:09.829995
2021-01-24 20:00:00,Central-India, Storage     ,437.31,273.0909099765141,407.45,178.87,95.33,2026-04-01T18:44:09.829995
2021-01-25 11:00:00,UK-South, Compute     ,278.01,275.63720462247096,483.59,23.47,95.92,2026-04-01T18:44:09.829995
2021-01-25 17:00:00,West-US, Storage     ,254.27,274.84535211184294,202.71,184.09,97.07,2026-04-01T18:44:09.829995
2021-01-25 21:00:00,East-Asia, Storage     ,227.85,273.5953369935507,416.68,53.66,99.97,2026-04-01T18:44:09.829995
2021-01-26 12:00:00,West-US, Storage     ,66.27,276.2883031329947,112.03,188.48,97.05,2026-04-01T18:44:09.829995
2021-01-26 14:00:00,Central-India, Compute     ,336.03,273.3534626109738,491.86,248.43,98.99,2026-04-01T18:44:09.829995
2021-01-26 19:00:00,East-Asia, Storage     ,165.99,275.2613777773202,548.47,40.25,96.33,2026-04-01T18:44:09.829995
2021-01-26 19:00:00,West-US, Storage     ,358.81,275.16949101865384,497.34,287.69,95.88,2026-04-01T18:44:09.829995
2021-01-27 04:00:00,East-Asia, Storage     ,368.78,273.46065297814084,423.13,246.16,96.38,2026-04-01T18:44:09.829995
2021-01-27 05:00:00,UK-South, Storage     ,481.44,276.1813571052272,427.17,287.58,99.32,2026-04-01T18:44:09.829995
2021-01-27 06:00:00,Central-India, Compute     ,322.54,273.64877804769947,231.58,130.94,98.7,2026-04-01T18:44:09.829995
2021-01-27 08:00:00,UK-South, Compute     ,158.94,274.9103144019682,518.07,295.02,95.52,2026-04-01T18:44:09.829995
2021-01-27 21:00:00,UK-South, Storage     ,223.23,275.4237203158449,204.71,286.33,95.97,2026-04-01T18:44:09.829995
2021-01-28 13:00:00,Central-India, Compute     ,399.21,273.4096127086171,216.46,120.27,98.63,2026-04-01T18:44:09.829995
2021-01-28 13:00:00,UK-South, Storage     ,80.57,276.01340075105026,243.63,206.54,97.45,2026-04-01T18:44:09.829995
2021-01-28 15:00:00,Central-India, Storage     ,167.73,273.95692891645245,199.67,79.08,96.39,2026-04-01T18:44:09.829995
2021-01-28 18:00:00,Central-India, Storage     ,75.01,274.59865391398665,412.4,276.06,98.4,2026-04-01T18:44:09.829995
2021-01-28 19:00:00,Central-India, Storage     ,115.18,275.6048215242084,194.82,148.11,97.78,2026-04-01T18:44:09.829995
2021-01-28 23:00:00,East-Asia, Compute     ,406.04,273.43297494106594,498.02,121.47,95.47,2026-04-01T18:44:09.829995
2021-01-29 08:00:00,Central-India, Storage     ,419.1,275.8017868348351,355.68,132.59,95.58,2026-04-01T18:44:09.829995
2021-01-29 13:00:00,UK-South, Compute     ,155.16,274.26015455115106,536.0,211.46,98.5,2026-04-01T18:44:09.829995
2021-01-30 02:00:00,UK-South, Compute     ,299.61,274.33691839331135,114.8,230.74,95.88,2026-04-01T18:44:09.829995
2021-01-30 03:00:00,UK-South, Storage     ,393.01,275.713815492769,587.65,225.46,98.57,2026-04-01T18:44:09.829995
2021-01-30 03:00:00,Central-India, Storage     ,104.66,273.5189630110926,281.83,41.04,96.0,2026-04-01T18:44:09.829995
2021-01-30 23:00:00,East-US, Storage     ,62.24,275.56366123446077,532.6,247.77,95.15,2026-04-01T18:44:09.829995
2021-01-31 06:00:00,East-Asia, Compute     ,94.49,274.54347180090343,255.12,250.77,98.35,2026-04-01T18:44:09.829995
2021-01-31 06:00:00,UK-South, Compute     ,232.73,274.13155322330977,347.73,255.94,98.46,2026-04-01T18:44:09.829995
2021-01-31 08:00:00,UK-South, Compute     ,225.22,275.75530743262453,239.48,58.14,96.8,2026-04-01T18:44:09.829995
2021-01-31 08:00:00,West-US, Storage     ,255.14,273.6542340591632,287.63,133.11,99.84,2026-04-01T18:44:09.829995
2021-02-02 00:00:00,East-US, Compute     ,292.71,275.315105548012,270.92,54.4,95.87,2026-04-01T18:44:09.829995
2021-02-02 01:00:00,East-Asia, Compute     ,460.93,274.79505542710314,302.4,80.34,96.1,2026-04-01T18:44:09.829995
2021-02-02 01:00:00,West-US, Storage     ,196.57,273.9851728046955,302.24,52.73,97.66,2026-04-01T18:44:09.829995
2021-02-02 03:00:00,UK-South, Compute     ,161.78,275.73673960210317,217.6,267.55,97.5,2026-04-01T18:44:09.829995
2021-02-02 10:00:00,East-US, Storage     ,441.87,273.82479158717933,146.79,73.21,96.65,2026-04-01T18:44:09.829995
2021-02-02 12:00:00,East-US, Compute     ,350.09,275.0704565317043,175.33,278.67,95.77,2026-04-01T18:44:09.829995
2021-02-02 13:00:00,East-Asia, Storage     ,64.09,275.0064011413056,582.58,289.17,95.62,2026-04-01T18:44:09.829995
2021-02-02 16:00:00,Central-India, Compute     ,269.06,273.8969695048108,427.66,39.63,99.94,2026-04-01T18:44:09.829995
2021-02-02 17:00:00,East-US, Compute     ,443.43,275.6676034116677,507.51,274.12,98.44,2026-04-01T18:44:09.829995
2021-02-03 01:00:00,Central-India, Storage     ,54.53,274.0168021985234,306.84,201.45,97.51,2026-04-01T18:44:09.829995
2021-02-03 12:00:00,West-US, Compute     ,165.19,274.84181244982983,253.08,132.59,97.05,2026-04-01T18:44:09.829995
2021-02-03 14:00:00,Central-India, Storage     ,183.63,275.17229372602924,175.84,107.02,96.99,2026-04-01T18:44:09.829995
2021-02-03 22:00:00,Central-India, Compute     ,313.08,273.863241505043,171.65,161.93,95.24,2026-04-01T18:44:09.829995
2021-02-04 06:00:00,East-US, Compute     ,453.99,275.5586574624397,462.19,87.4,95.68,2026-04-01T18:44:09.829995
2021-02-04 07:00:00,East-US, Compute     ,339.24,274.21728789009745,165.18,138.68,99.33,2026-04-01T18:44:09.829995
2021-02-04 07:00:00,UK-South, Compute     ,120.77,274.63872531857527,300.22,149.9,99.62,2026-04-01T18:44:09.829995
2021-02-04 11:00:00,Central-India, Storage     ,421.59,275.2906095739278,168.14,186.0,95.31,2026-04-01T18:44:09.829995
2021-02-04 14:00:00,West-US, Compute     ,351.43,273.877995357568,302.3,149.49,95.02,2026-04-01T18:44:09.829995
2021-02-05 05:00:00,West-US, Compute     ,305.57,275.4211911183474,157.33,85.6,98.75,2026-04-01T18:44:09.829995
2021-02-05 06:00:00,Central-India, Compute     ,350.57,274.41467576820395,151.03,167.76,95.14,2026-04-01T18:44:09.829995
2021-02-05 11:00:00,East-Asia, Compute     ,238.58,274.46806855579797,496.51,194.73,98.67,2026-04-01T18:44:09.829995
2021-02-05 13:00:00,West-US, Compute     ,426.8,275.36198737771235,575.46,167.92,95.41,2026-04-01T18:44:09.829995
2021-02-05 14:00:00,East-US, Compute     ,486.02,273.9335814753916,265.59,72.11,96.21,2026-04-01T18:44:09.829995
2021-02-05 15:00:00,UK-South, Storage     ,467.47,275.26636523199977,211.22,98.38,96.16,2026-04-01T18:44:09.829995
2021-02-05 19:00:00,UK-South, Compute     ,148.84,274.59919700909916,249.58,88.86,96.7,2026-04-01T18:44:09.829995
2021-02-05 20:00:00,West-US, Compute     ,103.12,274.3340619666415,302.45,267.77,95.79,2026-04-01T18:44:09.829995
2021-02-06 05:00:00,West-US, Storage     ,186.05,275.38940273095324,281.93,201.96,97.39,2026-04-01T18:44:09.829995
2021-02-06 12:00:00,UK-South, Storage     ,266.11,274.0213250103623,138.79,199.1,98.34,2026-04-01T18:44:09.829995
2021-02-06 18:00:00,East-US, Compute     ,499.92,275.1046531625962,227.82,152.87,96.82,2026-04-01T18:44:09.829995
2021-02-06 18:00:00,UK-South, Compute     ,256.48,274.7631358438693,175.2,155.2,99.45,2026-04-01T18:44:09.829995
2021-02-06 23:00:00,West-US, Storage     ,112.73,274.2384304242386,582.33,201.09,98.28,2026-04-01T18:44:09.829995
2021-02-07 04:00:00,East-Asia, Storage     ,213.93,275.3776822901057,178.08,121.23,99.8,2026-04-01T18:44:09.829995
2021-02-07 06:00:00,East-US, Storage     ,451.86,274.1321201454252,439.92,74.94,95.0,2026-04-01T18:44:09.829995
2021-02-07 11:00:00,West-US, Storage     ,337.74,274.9453967504633,276.96,214.05,98.1,2026-04-01T18:44:09.829995
2021-02-08 10:00:00,UK-South, Compute     ,165.6,274.90093699323984,271.46,73.07,96.62,2026-04-01T18:44:09.829995
2021-02-08 11:00:00,Central-India, Storage     ,214.57,274.18066904809086,529.86,123.39,99.44,2026-04-01T18:44:09.829995
2021-02-08 17:00:00,Central-India, Storage     ,146.87,275.33299121009105,505.21,218.34,96.65,2026-04-01T18:44:09.829995
2021-02-08 23:00:00,East-Asia, Compute     ,412.69,274.2569622612427,565.65,268.5,95.82,2026-04-01T18:44:09.829995
2021-02-09 15:00:00,East-Asia, Compute     ,166.65,274.79648388427654,381.01,198.87,99.9,2026-04-01T18:44:09.829995
2021-02-09 20:00:00,UK-South, Storage     ,149.9,275.0091861020538,303.34,163.58,97.21,2026-04-01T18:44:09.829995
2021-02-10 14:00:00,UK-South, Compute     ,308.79,274.15838603789007,342.29,180.57,95.73,2026-04-01T18:44:09.829995
2021-02-11 03:00:00,West-US, Compute     ,251.18,275.2623241594365,228.13,291.7,99.06,2026-04-01T18:44:09.829995
2021-02-11 03:00:00,East-US, Storage     ,420.39,274.3873992782006,566.88,273.2,98.89,2026-04-01T18:44:09.829995
2021-02-11 04:00:00,West-US, Compute     ,174.67,274.66414706567815,424.04,208.79,98.95,2026-04-01T18:44:09.829995
2021-02-11 11:00:00,Central-India, Storage     ,339.09,275.08648222488824,576.04,257.4,96.5,2026-04-01T18:44:09.829995
2021-02-11 15:00:00,East-Asia, Compute     ,133.0,274.1676944010751,333.03,47.91,96.54,2026-04-01T18:44:09.829995
2021-02-11 16:00:00,East-US, Storage     ,480.97,275.1730257310814,517.47,153.23,95.58,2026-04-01T18:44:09.829995
2021-02-11 23:00:00,UK-South, Compute     ,370.42,274.515890311107,157.04,124.04,95.21,2026-04-01T18:44:09.829995
2021-02-12 06:00:00,East-Asia, Compute     ,493.99,274.55287620260697,286.66,265.4,95.73,2026-04-01T18:44:09.829995
2021-02-12 07:00:00,East-Asia, Compute     ,186.71,275.1332242912305,329.9,239.32,95.06,2026-04-01T18:44:09.829995
2021-02-12 08:00:00,UK-South, Compute     ,203.68,274.2036253690554,345.84,112.05,96.67,2026-04-01T18:44:09.829995
2021-02-12 11:00:00,UK-South, Compute     ,174.48,275.07236087761396,490.04,211.03,99.07,2026-04-01T18:44:09.829995
2021-02-12 13:00:00,East-US, Storage     ,376.96,274.63606625267033,500.12,138.25,95.19,2026-04-01T18:44:09.829995
2021-02-14 02:00:00,Central-India, Storage     ,248.0,274.4654339162221,338.76,153.33,96.68,2026-04-01T18:44:09.829995
2021-02-14 03:00:00,East-US, Compute     ,103.26,275.151334812801,382.2,195.04,96.15,2026-04-01T18:44:09.829995
2021-02-14 04:00:00,Central-India, Storage     ,111.61,274.26053903959564,186.18,203.96,99.77,2026-04-01T18:44:09.829995
2021-02-14 04:00:00,West-US, Storage     ,203.46,274.96715048227713,115.9,203.96,95.51,2026-04-01T18:44:09.829995
2021-02-14 06:00:00,Central-India, Compute     ,382.78,274.7428927388085,268.54,276.44,98.18,2026-04-01T18:44:09.829995
2021-02-14 06:00:00,UK-South, Compute     ,72.41,274.40295800838277,569.36,43.72,98.43,2026-04-01T18:44:09.829995
2021-02-14 16:00:00,Central-India, Storage     ,259.38,275.1439440371387,467.48,257.46,96.48,2026-04-01T18:44:09.829995
2021-02-15 00:00:00,Central-India, Storage     ,400.32,274.3325114010551,247.48,38.01,99.19,2026-04-01T18:44:09.829995
2021-02-15 00:00:00,West-US, Compute     ,462.18,274.863481661813,317.49,242.94,98.46,2026-04-01T18:44:09.829995
2021-02-15 01:00:00,UK-South, Compute     ,247.85,274.8327409332746,381.3,273.55,96.9,2026-04-01T18:44:09.829995
2021-02-15 08:00:00,East-US, Compute     ,225.12,274.36513340952393,218.98,176.86,99.42,2026-04-01T18:44:09.829995
2021-02-15 09:00:00,East-Asia, Compute     ,242.89,275.1150565012824,200.26,254.63,99.96,2026-04-01T18:44:09.829995
2021-02-15 18:00:00,East-US, Compute     ,420.62,274.4136810764931,309.92,197.15,99.58,2026-04-01T18:44:09.829995
2021-02-15 18:00:00,East-US, Storage     ,237.5,274.76649716904853,516.76,52.52,96.33,2026-04-01T18:44:09.829995
2021-02-15 22:00:00,East-Asia, Compute     ,360.86,274.90337556428386,222.74,77.05,99.41,2026-04-01T18:44:09.829995
2021-02-16 00:00:00,East-Asia, Storage     ,311.89,274.35041484460345,560.03,263.19,95.04,2026-04-01T18:44:09.829995
2021-02-16 01:00:00,East-US, Compute     ,231.89,275.06921973124827,127.13,287.19,97.37,2026-04-01T18:44:09.829995
2021-02-16 12:00:00,East-US, Compute     ,365.88,274.4985435756504,434.03,192.74,96.57,2026-04-01T18:44:09.829995
2021-02-16 16:00:00,West-US, Compute     ,266.69,274.68026355167433,469.39,27.11,97.16,2026-04-01T18:44:09.829995
2021-02-16 21:00:00,Central-India, Compute     ,376.86,274.9538725856826,346.18,116.41,96.84,2026-04-01T18:44:09.829995
2021-02-16 21:00:00,East-US, Storage     ,470.22,274.35628149673903,409.1,146.34,99.37,2026-04-01T18:44:09.829995
2021-02-17 04:00:00,West-US, Compute     ,207.43,275.011211917281,116.22,248.67,98.04,2026-04-01T18:44:09.829995
2021-02-17 06:00:00,West-US, Storage     ,75.47,274.58218529233017,325.24,177.89,98.07,2026-04-01T18:44:09.829995
2021-02-17 08:00:00,East-US, Storage     ,325.76,274.60771369922173,363.36,268.7,96.15,2026-04-01T18:44:09.829995
2021-02-17 09:00:00,East-Asia, Compute     ,82.52,274.98448071756263,181.82,243.99,95.91,2026-04-01T18:44:09.829995
2021-02-17 12:00:00,West-US, Storage     ,357.54,274.3795059523433,144.8,172.83,98.23,2026-04-01T18:44:09.829995
2021-02-17 13:00:00,East-Asia, Compute     ,272.25,274.94576202284895,498.38,141.51,97.17,2026-04-01T18:44:09.829995
2021-02-17 22:00:00,West-US, Storage     ,240.98,274.66045370365833,502.49,36.02,97.88,2026-04-01T18:44:09.829995
2021-02-17 23:00:00,West-US, Storage     ,159.14,274.55065618334794,300.58,276.44,99.07,2026-04-01T18:44:09.829995
2021-02-18 02:00:00,UK-South, Storage     ,327.22,274.99644199895135,172.83,95.21,99.26,2026-04-01T18:44:09.829995
